"ID,Name,Designator,Footprint,Quantity,Manufacturer Part,Manufacturer,Supplier,Supplier Part,Price"
"1,RPI PICO DEV BOARD,DEV1,RPI_PICO_SMD_TH,1,,,,,"
"2,MX1A-E1NW,""SW1,SW2,SW3,SW4,SW5,SW6,SW7,SW8,SW9,SW10,SW11,SW12,SW13,SW14,SW15,SW16"",SW_MX1A-E1NW_CHY,16,,,,,"
